User,Activity,time,x,y,z
1600,A,2.52224E+14,-2.6026459,12.063599,0.29759216;
1600,A,2.52224E+14,-4.935028,10.91069,0.83210754;
1600,A,2.52224E+14,-0.50971985,4.7949066,-0.017822266;
1600,A,2.52224E+14,0.19247437,5.200226,-0.76020813;
1600,A,2.52224E+14,-0.5797272,8.392731,0.2910614;
1600,A,2.52224E+14,-0.20999146,8.329712,1.3593292;
1600,A,2.52224E+14,0.7228546,9.572449,2.8740234;
1600,A,2.52224E+14,0.02696228,12.350708,-1.2496338;
1600,A,2.52224E+14,-5.1583405,14.954636,-4.1029053;
1600,A,2.52224E+14,-5.2969055,16.07875,-2.3641968;
1600,A,2.52224E+14,-0.5179291,12.286148,-0.9603424;
1600,A,2.52224E+14,0.6969452,7.037079,0.089660645;
1600,A,2.52224E+14,-0.5618286,2.583252,-0.08091736;
1600,A,2.52224E+14,-1.2495575,2.1334534,0.81721497;
1600,A,2.52224E+14,-0.49014282,5.6183014,1.4729767;
1600,A,2.52224E+14,-1.7344818,15.0507965,3.1196442;
1600,A,2.52224E+14,-1.985733,14.3749695,-1.9306946;
1600,A,2.52224E+14,-3.6441803,9.811447,1.6262207;
1600,A,2.52224E+14,-1.3329163,9.377777,3.9615326;
1600,A,2.52224E+14,-2.2859344,9.714401,0.36715698;
1600,A,2.52225E+14,-4.2275696,9.193817,-1.2845154;
1600,A,2.52225E+14,-2.9624634,6.5451965,-0.9673462;
1600,A,2.52225E+14,-0.96040344,4.8382416,-0.56073;
1600,A,2.52225E+14,-0.17512512,6.944229,-0.3034973;
1600,A,2.52225E+14,0.42726135,9.061783,0.9231415;
1600,A,2.52225E+14,0.8521881,9.690475,2.515396;
1600,A,2.52225E+14,0.10484314,11.347687,1.9272003;
1600,A,2.52225E+14,-1.3770294,14.102295,-3.5020752;
1600,A,2.52225E+14,-5.544937,14.475647,-2.318344;
1600,A,2.52225E+14,-2.1439972,13.966202,-0.58029175;
1600,A,2.52225E+14,0.5919037,11.054428,-0.08139038;
1600,A,2.52225E+14,-0.22515869,6.093292,-0.4396057;
1600,A,2.52225E+14,-1.7538605,1.483902,-0.3684082;
1600,A,2.52225E+14,-1.9703217,3.592163,1.3543091;
1600,A,2.52225E+14,-0.5211334,7.0639954,1.7741394;
1600,A,2.52225E+14,-2.3177643,12.439529,1.8664856;
1600,A,2.52225E+14,-2.5554962,11.018051,1.7826691;
1600,A,2.52225E+14,-2.1642761,18.526184,3.1559143;
1600,A,2.52225E+14,-2.3809967,8.553528,0.7628784;
1600,A,2.52225E+14,-0.6792755,10.364227,-1.4107361;
1600,A,2.52226E+14,-5.4141083,10.631226,-1.091095;
1600,A,2.52226E+14,-2.7245789,7.73378,1.5686493;
1600,A,2.52226E+14,-0.40864563,3.9990845,-0.72875977;
1600,A,2.52226E+14,-0.33685303,6.665909,0.5835266;
1600,A,2.52226E+14,0.58425903,8.19577,-0.11366272;
1600,A,2.52226E+14,-2.1750183,9.98558,3.0285034;
1600,A,2.52226E+14,3.257019,10.009689,3.0124512;
1600,A,2.52226E+14,-1.3151703,13.639954,-1.5202789;
1600,A,2.52226E+14,-6.0490417,14.829376,-5.148575;
1600,A,2.52226E+14,-7.1548615,15.309402,0.028305054;
1600,A,2.52226E+14,1.84198,13.637344,-0.704834;
1600,A,2.52226E+14,1.3662415,7.7902527,-0.15950012;
1600,A,2.52226E+14,-1.885437,1.8616333,-0.22703552;
1600,A,2.52226E+14,-1.8142853,2.938324,1.7170715;
1600,A,2.52226E+14,1.1843567,5.524643,2.8619995;
1600,A,2.52226E+14,-0.06590271,9.395782,1.1843567;
1600,A,2.52226E+14,-3.785202,16.718521,3.9088898;
1600,A,2.52226E+14,-0.78041077,10.179764,1.3352203;
1600,A,2.52226E+14,-4.644516,16.200806,3.6714172;
1600,A,2.52226E+14,-1.9697723,10.574738,0.4036255;
1600,A,2.52227E+14,-0.007293701,7.209732,-1.4192047;
1600,A,2.52227E+14,-3.744934,11.536453,-1.0714264;
1600,A,2.52227E+14,-1.9183655,5.251175,-0.03715515;
1600,A,2.52227E+14,-0.29322815,4.3362885,-0.40922546;
1600,A,2.52227E+14,0.7751007,8.158142,0.06706238;
1600,A,2.52227E+14,-1.3079071,11.90097,2.3285828;
1600,A,2.52227E+14,1.3019562,10.047821,2.7943268;
1600,A,2.52227E+14,0.3200531,10.357925,1.9203949;
1600,A,2.52227E+14,-3.1052856,14.798401,-4.583786;
1600,A,2.52227E+14,-6.5244293,14.6506195,-1.3635406;
1600,A,2.52227E+14,0.93026733,14.001007,-0.062210083;
1600,A,2.52227E+14,1.2093048,7.1002045,0.81663513;
1600,A,2.52227E+14,0.2182312,3.9205933,-0.23492432;
1600,A,2.52227E+14,-1.4083252,2.1399841,-0.7390137;
1600,A,2.52227E+14,-1.4788513,4.75914,1.6272125;
1600,A,2.52227E+14,-0.49276733,10.043747,2.2052612;
1600,A,2.52227E+14,-2.5783691,13.985535,2.6406555;
1600,A,2.52227E+14,-3.4101105,14.724548,3.436798;
1600,A,2.52227E+14,-1.7950287,15.755692,0.4841156;
1600,A,2.52228E+14,-1.5494385,8.373337,-1.3879089;
1600,A,2.52228E+14,-3.2121124,8.22403,-1.0342407;
1600,A,2.52228E+14,-5.479553,8.457352,-0.32867432;
1600,A,2.52228E+14,-1.6792908,5.0397797,-0.57980347;
1600,A,2.52228E+14,0.68244934,3.8796692,-0.56140137;
1600,A,2.52228E+14,0.30200195,8.646164,0.85224915;
1600,A,2.52228E+14,-0.18273926,11.633789,2.194046;
1600,A,2.52228E+14,1.7379303,9.278488,3.8605042;
1600,A,2.52228E+14,0.76008606,11.331497,1.4109802;
1600,A,2.52228E+14,-4.409683,14.608536,-2.9866943;
1600,A,2.52228E+14,-5.9918213,15.622208,-2.9378815;
1600,A,2.52228E+14,-2.8423157,15.488892,-1.1145325;
1600,A,2.52228E+14,0.30210876,10.11055,0.33454895;
1600,A,2.52228E+14,1.2017822,3.9393463,-0.60865784;
1600,A,2.52228E+14,-1.200592,1.3636627,-0.51130676;
1600,A,2.52228E+14,-2.3021088,3.6594696,1.5670013;
1600,A,2.52228E+14,-0.89949036,7.90802,0.6725311;
1600,A,2.52228E+14,-2.7537842,13.362259,5.531952;
1600,A,2.52228E+14,-1.4676056,14.097244,1.418335;
1600,A,2.52228E+14,-3.0096283,10.300537,-1.2933807;
1600,A,2.52229E+14,-1.7942963,9.237625,1.8832245;
1600,A,2.52229E+14,-1.0639496,6.7440033,0.3028717;
1600,A,2.52229E+14,-4.4562073,8.347961,-0.50219727;
1600,A,2.52229E+14,-2.5564423,7.651779,-0.17146301;
1600,A,2.52229E+14,0.49900818,5.7938843,0.3119049;
1600,A,2.52229E+14,1.3617249,6.6652985,0.67604065;
1600,A,2.52229E+14,-0.6255646,8.682648,2.5019836;
1600,A,2.52229E+14,0.100616455,11.05278,3.0050812;
1600,A,2.52229E+14,-0.22673035,13.253662,0.1645813;
1600,A,2.52229E+14,-3.8830261,14.566208,-5.052002;
1600,A,2.52229E+14,-6.8028107,15.163742,-2.015915;
1600,A,2.52229E+14,-0.6437378,13.259598,-0.10284424;
1600,A,2.52229E+14,2.1059875,8.9122925,0.28875732;
1600,A,2.52229E+14,0.3002777,3.9824219,-0.30682373;
1600,A,2.52229E+14,-2.4886017,2.41214,-0.40429688;
1600,A,2.52229E+14,-2.9782104,4.1569824,2.80719;
1600,A,2.52229E+14,-0.7716217,7.3954315,2.2357178;
1600,A,2.52229E+14,-1.4326172,15.973038,2.286148;
1600,A,2.52229E+14,-2.5260773,12.442413,-0.054534912;
1600,A,2.52229E+14,-3.0282745,11.471085,2.7015228;
1600,A,2.5223E+14,-2.6696014,9.1875,2.7411041;
